Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_rep111,HYEA_rep112,HYEA_rep113,HYEA_rep114,HYEB_rep111,HYEB_rep112,HYEB_rep113,HYEB_rep114
Q96K19,RN170_HUMAN,RNF170,E3 ubiquitin-protein ligase RNF170,1,1,,,,1402.23,1257.06,4333.59,1064.51,
Q96K21,ANCHR_HUMAN,ZFYVE19,Abscission/NoCut checkpoint regulator,2,2,7939.61,17567.4,15905.7,11057.8,19640.4,16393.5,15482.8,15108.3
Q96K76,UBP47_HUMAN,USP47,Ubiquitin carboxyl-terminal hydrolase 47,13,13,201092,201266,219481,194980,199738,165724,193192,216623
Q96KA5,CLP1L_HUMAN,CLPTM1L,Lipid scramblase CLPTM1L,2,2,73384.4,74455.8,82243.5,85174.4,75690.5,82767.5,64408.6,86711.9
Q96KB5,TOPK_HUMAN,PBK,Lymphokine-activated killer T-cell-originated protein kinase,4,4,330439,332419,315381,331308,303217,349301,318828,327812
Q96KC2,ARL5B_HUMAN,ARL5B,ADP-ribosylation factor-like protein 5B,1,0,,7663.77,4047.82,5943.71,5793.52,,,
Q96KC8,DNJC1_HUMAN,DNAJC1,DnaJ homolog subfamily C member 1,3,3,4870.93,6558.11,7888.71,3323.96,5724.55,7007.68,4739.24,
Q96KG9,SCYL1_HUMAN,SCYL1,N-terminal kinase-like protein,3,3,15619.7,39567,34883.6,42061.3,33575.2,29489.2,36792.3,25711.6
Q96KM6,Z512B_HUMAN,ZNF512B,Zinc finger protein 512B,1,1,2915.55,,3656.83,6654.35,5202.93,4549.73,,3925.69
Q96KP1,EXOC2_HUMAN,EXOC2,Exocyst complex component 2,7,7,24138.8,18644.1,22146.7,22309.5,27579.4,22927.9,22941.7,19377.2
Q96KP4,CNDP2_HUMAN,CNDP2,Cytosolic non-specific dipeptidase,6,6,153791,197765,147878,189203,134525,196771,161447,199853
Q96KQ7,EHMT2_HUMAN,EHMT2,Histone-lysine N-methyltransferase EHMT2,4,3,64546.9,48846.2,67629.4,40990.5,51257.6,56906.8,58285.9,43566.5
Q96KR1,ZFR_HUMAN,ZFR,Zinc finger RNA-binding protein,15,15,175463,164278,151707,160059,169215,186958,177910,188118
Q96L91,EP400_HUMAN,EP400,E1A-binding protein p400,2,2,,,,,,986.637,,
Q96L92,SNX27_HUMAN,SNX27,Sorting nexin-27,3,3,26179.2,21987.6,31082.8,29553.3,21358.1,34966,25908.9,21860.3
Q96LD4,TRI47_HUMAN,TRIM47,E3 ubiquitin-protein ligase TRIM47,6,6,4551.35,3294.28,4949.64,5991.6,,,2771.67,3959.29
Q96LJ7,DHRS1_HUMAN,DHRS1,Dehydrogenase/reductase SDR family member 1,3,3,47629.4,49294.1,65788.2,70824.1,47284.2,56100.9,55932.1,40809.4
Q96LT9,RNPC3_HUMAN,RNPC3,RNA-binding region-containing protein 3,1,1,,,,,,,,
Q96LW7,CAR19_HUMAN,CARD19,Caspase recruitment domain-containing protein 19,2,2,,6154.47,4278.33,,,,,7265.55
Q96ME1,FXL18_HUMAN,FBXL18,F-box/LRR-repeat protein 18,2,2,,1773.96,,,,,,
Q96ME7,ZN512_HUMAN,ZNF512,Zinc finger protein 512,4,4,5625.95,5126.62,9716.88,6929,4384.41,8357.86,5801.62,9773.35
Q96MG7,NSE3_HUMAN,NSMCE3,Non-structural maintenance of chromosomes element 3 homolog,1,1,,1658.7,,,1862.72,,,1596.07
Q96MU7,YTDC1_HUMAN,YTHDC1,YTH domain-containing protein 1,1,1,60366.3,56671.2,54526,47361.9,52925.7,53823.1,51212.3,53223.4
Q96MW1,CCD43_HUMAN,CCDC43,Coiled-coil domain-containing protein 43,3,3,91164.8,110684,109285,105786,97578.9,97847.3,109122,92688.1
Q96MW5,COG8_HUMAN,COG8,Conserved oligomeric Golgi complex subunit 8,1,1,,,,,14636.8,,,13464.4
Q96MX6,DAA10_HUMAN,DNAAF10,Dynein axonemal assembly factor 10,3,3,,7443.4,,8859.76,7177.09,5471.1,5247.01,6059.61
Q96N66,MBOA7_HUMAN,MBOAT7,Lysophospholipid acyltransferase 7,3,3,259965,288993,283921,336111,286310,306681,258421,304050
Q96N67,DOCK7_HUMAN,DOCK7,Dedicator of cytokinesis protein 7,5,3,,8833.24,,,,12034,,
Q96NB2,SFXN2_HUMAN,SFXN2,Sideroflexin-2,2,2,,61613.6,,42177.1,,83954.4,23731.2,
Q96NC0,ZMAT2_HUMAN,ZMAT2,Zinc finger matrin-type protein 2,1,1,50783.5,55467.5,47940.7,63174.6,25005.9,55782.4,54823.6,52751.8
Q96NT5,PCFT_HUMAN,SLC46A1,Proton-coupled folate transporter,1,1,,,,,,,,2863.56
Q96NW4,ANR27_HUMAN,ANKRD27,Ankyrin repeat domain-containing protein 27,1,1,,,,,760.737,,,1062.87
Q96NY9,MUS81_HUMAN,MUS81,Crossover junction endonuclease MUS81,1,1,,,,,,1020.78,,
Q96P11,NSUN5_HUMAN,NSUN5,28S rRNA (cytosine-C(5))-methyltransferase,5,4,7719.16,18118.5,19130.9,14563.5,9713.67,21803.7,16635.5,12072.2
Q96P16,RPR1A_HUMAN,RPRD1A,Regulation of nuclear pre-mRNA domain-containing protein 1A,3,3,86695.2,101261,96798.1,103535,96353.3,119326,112290,108713
Q96P47,AGAP3_HUMAN,AGAP3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",1,1,,,,,,,,1901.99
Q96P48,ARAP1_HUMAN,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",1,1,,7911.25,,,,,,
Q96P70,IPO9_HUMAN,IPO9,Importin-9,5,5,109656,122852,105081,94873.3,106467,140596,124533,130497
Q96PC5,MIA2_HUMAN,MIA2,Melanoma inhibitory activity protein 2,8,2,27099.8,31927.2,23666.8,26479.6,29606,30337.4,26584,21287.1
Q96PE7,MCEE_HUMAN,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",2,2,41485.9,49188.1,56932.7,43713.9,54799.7,72379.2,35971,52858.2
Q96PK6,RBM14_HUMAN,RBM14,RNA-binding protein 14,11,11,686371,771221,706714,738917,703477,717552,690229,793589
Q96PM9,Z385A_HUMAN,ZNF385A,Zinc finger protein 385A,1,1,,,,,,,1307.42,
Q96PU4,UHRF2_HUMAN,UHRF2,E3 ubiquitin-protein ligase UHRF2,4,4,19116.8,14803.8,9291.98,11165.9,15275.6,10696.5,16855.7,12872.5
Q96PU5,NED4L_HUMAN,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like,3,2,9814.24,6416.09,,12204,9006.89,12952.7,8252.84,21044.3
Q96PU8,QKI_HUMAN,QKI,KH domain-containing RNA-binding protein QKI,3,3,64615.3,54659.9,94346.9,93044.2,72145.4,80925.5,80395.2,76162.7
Q96PY5,FMNL2_HUMAN,FMNL2,Formin-like protein 2,4,3,14704.2,8819.66,8598.68,14583.1,10209,11144.3,7713.22,11620.7
Q96PZ0,PUS7_HUMAN,PUS7,Pseudouridylate synthase 7 homolog,6,6,53484.4,120879,102783,127176,102464,136102,117850,135208
Q96Q05,TPPC9_HUMAN,TRAPPC9,Trafficking protein particle complex subunit 9,3,3,,2104.39,1792.18,1812.21,,1470.02,,1231.98
Q96Q11,TRNT1_HUMAN,TRNT1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",3,3,54394.8,81385.3,68283.6,34466.7,66714.7,84202.4,64036.6,91829.2
Q96Q15,SMG1_HUMAN,SMG1,Serine/threonine-protein kinase SMG1,1,1,,,,14266.4,,,,
Q96Q45,TM237_HUMAN,TMEM237,Transmembrane protein 237,1,1,,,,,,3348.5,,
Q96QC0,PP1RA_HUMAN,PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10,7,7,17164.2,41282.6,27759.3,13428.8,29432.4,20346.8,16759.3,24378.4
Q96QD5,DEPD7_HUMAN,DEPDC7,DEP domain-containing protein 7,4,4,34048.8,63052.7,41007.9,77375.8,71874.3,24045.5,47841.2,76926.4
Q96QD8,S38A2_HUMAN,SLC38A2,Sodium-coupled neutral amino acid symporter 2,3,3,,,2201.49,,3778.09,2918.78,2836.47,
Q96QD9,UIF_HUMAN,FYTTD1,UAP56-interacting factor,4,4,7290.51,16215.4,8873.6,14165.9,15937.3,7906.67,6988.42,11963.9
Q96QG7,MTMR9_HUMAN,MTMR9,Myotubularin-related protein 9,2,2,,4760.2,3912.47,4425.93,3217.53,6222.21,,3884.76
Q96QK1,VPS35_HUMAN,VPS35,Vacuolar protein sorting-associated protein 35,9,9,218650,263939,227563,262403,200807,252903,230829,275441
Q96QR8,PURB_HUMAN,PURB,Transcriptional regulator protein Pur-beta,3,3,47087.3,28283.1,51105.6,46521.9,38038.8,60007.3,40632.5,38362.6
Q96QU8,XPO6_HUMAN,XPO6,Exportin-6,5,5,12849.6,7547.29,9508.51,11536.1,9789.01,12735.6,8551.08,8128.45
Q96R06,SPAG5_HUMAN,SPAG5,Sperm-associated antigen 5,1,1,,,,,,,,
Q96RE7,NACC1_HUMAN,NACC1,Nucleus accumbens-associated protein 1,5,4,27129.4,27076.6,18405.9,32144.7,25226.3,29041.7,29923.5,25943.7
Q96RL1,UIMC1_HUMAN,UIMC1,BRCA1-A complex subunit RAP80,5,5,5169.27,,4663.81,,7370.54,9885.73,,
Q96RL7,VP13A_HUMAN,VPS13A,Intermembrane lipid transfer protein VPS13A,5,5,8472.81,8188.88,4397.85,5299.14,3887.27,,2622.75,7286.77
Q96RN5,MED15_HUMAN,MED15,Mediator of RNA polymerase II transcription subunit 15,1,1,2631.15,2773.04,2937.72,,4568.74,4331.19,3186.43,
Q96RP9,EFGM_HUMAN,GFM1,"Elongation factor G, mitochondrial",13,13,157980,153186,155476,185451,154249,194303,171096,216761
Q96RQ1,ERGI2_HUMAN,ERGIC2,Endoplasmic reticulum-Golgi intermediate compartment protein 2,1,1,,,,,,,,
Q96RQ3,MCCA_HUMAN,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",2,2,,1127.25,,1475.57,1350.02,2990.11,,
Q96RR1,PEO1_HUMAN,TWNK,Twinkle mtDNA helicase,2,2,,2610.68,,7603.13,3768.03,,7533.47,3158.88
Q96RR4,KKCC2_HUMAN,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2,1,1,,22972.8,,,19362.9,,,9607.24
Q96RS6,NUDC1_HUMAN,NUDCD1,NudC domain-containing protein 1,4,4,76570.6,96667.2,93926,81543.4,109308,69333.7,89790.4,96805
Q96RT1,ERBIN_HUMAN,ERBIN,Erbin,1,1,,7339.81,5543.98,,4467.28,7540.55,9887.25,
Q96RT7,GCP6_HUMAN,TUBGCP6,Gamma-tubulin complex component 6,1,1,,,,,,,,
Q96RU3,FNBP1_HUMAN,FNBP1,Formin-binding protein 1,1,1,,4143.77,7830.18,,,3209.28,4644.65,
Q96S19,MTL26_HUMAN,METTL26,Methyltransferase-like 26,2,2,,,,27720.6,49977.2,39038.7,,
Q96S44,PRPK_HUMAN,TP53RK,EKC/KEOPS complex subunit TP53RK,2,2,46530,49316.9,45286.4,44423.8,33216.7,38867.6,48752.5,54537.3
Q96S52,PIGS_HUMAN,PIGS,GPI transamidase component PIG-S,2,2,57374.7,71710.6,74437.4,71095.5,64816.2,65099,59327.2,78166.9
Q96S55,WRIP1_HUMAN,WRNIP1,ATPase WRNIP1,4,4,101276,52391.3,122977,69036.7,74170.4,56756.2,88912.3,56433.8
Q96S59,RANB9_HUMAN,RANBP9,Ran-binding protein 9,2,2,2383.94,,,4749.08,,,,
Q96S66,CLCC1_HUMAN,CLCC1,Chloride channel CLIC-like protein 1,3,3,23544.5,26109.2,23375.2,26516.7,28235.9,26060,20169.3,22091.2
Q96S82,UBL7_HUMAN,UBL7,Ubiquitin-like protein 7,1,1,,,,6091.37,5641.6,8515.58,10406.4,5599.12
Q96S97,MYADM_HUMAN,MYADM,Myeloid-associated differentiation marker,2,2,49626.1,74887.3,66470.5,55718,73371.9,70384.3,60399.9,56603.2
Q96S99,PKHF1_HUMAN,PLEKHF1,Pleckstrin homology domain-containing family F member 1,1,1,16272.7,10508.4,12406,,,7748.51,,
Q96SB3,NEB2_HUMAN,PPP1R9B,Neurabin-2,3,3,7175.1,6784.51,3359.08,6813.93,2421.78,4488.63,4437.1,3813.24
Q96SB4,SRPK1_HUMAN,SRPK1,SRSF protein kinase 1,5,5,29002.6,58997.2,43294.8,39167.7,66259.9,84096.7,75134.1,65755.8
Q96SB8,SMC6_HUMAN,SMC6,Structural maintenance of chromosomes protein 6,2,2,,5049.1,2696.78,,,2544.45,,
Q96SI1,KCD15_HUMAN,KCTD15,BTB/POZ domain-containing protein KCTD15,1,1,,,,,,,,
Q96SI9,STRBP_HUMAN,STRBP,Spermatid perinuclear RNA-binding protein,6,6,79608.5,80339.5,77375,68375.2,73399.9,72396.8,79331.5,79955.9
Q96SK2,TM209_HUMAN,TMEM209,Transmembrane protein 209,4,4,27503.3,32630.7,28738.2,28991.3,35309.4,28294.7,27210,31509
Q96SL1,DIRC2_HUMAN,SLC49A4,Solute carrier family 49 member 4,1,1,,,649.616,1006.16,3030.29,,,
Q96SL8,FIZ1_HUMAN,FIZ1,Flt3-interacting zinc finger protein 1,1,1,,,,,,,,
Q96SN8,CK5P2_HUMAN,CDK5RAP2,CDK5 regulatory subunit-associated protein 2,3,2,,3637.24,,3713.17,3991.85,,3651.82,4421.58
Q96SQ9,CP2S1_HUMAN,CYP2S1,Cytochrome P450 2S1,1,1,,,,,,,,1299.61
Q96ST2,IWS1_HUMAN,IWS1,Protein IWS1 homolog,2,2,10182.2,6678.78,12218,13226.2,13770.7,10521.4,11081.4,17082.6
Q96ST3,SIN3A_HUMAN,SIN3A,Paired amphipathic helix protein Sin3a,9,9,48928.5,54123.9,58034.7,57732.7,64950.5,60291.3,48606,61639.7
Q96SU4,OSBL9_HUMAN,OSBPL9,Oxysterol-binding protein-related protein 9,4,4,25322,50733.6,28366.6,,28352.3,38587.5,39848.8,28139.8
Q96SW2,CRBN_HUMAN,CRBN,Protein cereblon,1,1,4381.6,,,,,,,
Q96SY0,INT14_HUMAN,INTS14,Integrator complex subunit 14,3,3,18887.2,24418.8,16676.6,32060.3,21020.8,26739,20448.8,24197
Q96SZ5,AEDO_HUMAN,ADO,2-aminoethanethiol dioxygenase,2,2,18126.5,27590.5,23207.1,30401.7,28965.6,24307.5,29197.3,17544.9
Q96SZ6,CK5P1_HUMAN,CDK5RAP1,Mitochondrial tRNA methylthiotransferase CDK5RAP1,1,1,,,,,19864.4,,,
Q96T23,RSF1_HUMAN,RSF1,Remodeling and spacing factor 1,8,8,22427.1,15554.9,15734.7,18751.4,18663.7,17777.8,15283.3,23855.7
Q96T37,RBM15_HUMAN,RBM15,RNA-binding protein 15,4,4,50402.3,58476.4,46261.9,54126.4,26744.3,47682.9,41971.8,40735.9
Q96T51,RUFY1_HUMAN,RUFY1,RUN and FYVE domain-containing protein 1,7,6,31878.9,35496.5,27327.4,31875.5,25385.2,35186.1,27816.8,40499.6
Q96T58,MINT_HUMAN,SPEN,Msx2-interacting protein,5,5,9189.74,8961.39,7475.97,8912.3,10946.8,,9821.43,11013.3
Q96T60,PNKP_HUMAN,PNKP,Bifunctional polynucleotide phosphatase/kinase,5,5,23452.9,23675.2,31993.4,26580,24981.5,20800.3,16879.2,29436.5
Q96T76,MMS19_HUMAN,MMS19,MMS19 nucleotide excision repair protein homolog,3,3,33652.4,31323.8,30324.4,39558.8,32158.1,39102,32496.7,35982.6
Q96T88,UHRF1_HUMAN,UHRF1,E3 ubiquitin-protein ligase UHRF1,3,2,34365.5,30032.3,34877.2,44791.6,26969.4,41883.1,33418.3,34867.8
Q96TA1,NIBA2_HUMAN,NIBAN2,Protein Niban 2,8,8,491667,524256,497197,555053,523838,606463,496420,615369
Q96TA2,YMEL1_HUMAN,YME1L1,ATP-dependent zinc metalloprotease YME1L1,5,5,66245.9,76839.5,87371.8,86539.2,99431.8,96133.6,94756.3,90656.6
Q96TC7,RMD3_HUMAN,RMDN3,Regulator of microtubule dynamics protein 3,4,4,201014,194658,209291,240446,223404,239450,202653,237618
Q96VH4,HBN1_YEAST,HBN1,Putative nitroreductase HBN1,2,2,26172,51322.9,32644.8,62284.7,34947.1,25736.8,,
Q96VH5,MIC10_YEAST,MIC10,MICOS complex subunit MIC10,2,2,,7377.71,7926.54,8590.63,,,,
Q99186,AP2M_YEAST,APM4,AP-2 complex subunit mu,1,1,4186.63,,,5967.21,,,,
Q99216,PNO1_YEAST,PNO1,Pre-rRNA-processing protein PNO1,1,1,11841.5,,,14982.4,,,7820.76,
Q99257,MEX67_YEAST,MEX67,mRNA export factor MEX67,1,1,13707.1,13924.4,8409.62,15700.4,9071.53,,,
Q99258,RIB3_YEAST,RIB3,"3,4-dihydroxy-2-butanone 4-phosphate synthase",2,2,,11565.6,,22826.7,,,,
Q99260,YPT6_YEAST,YPT6,GTP-binding protein YPT6,2,2,41095.1,37556.9,31888.1,37263.9,19204.2,20829.3,,
Q99287,SEY1_YEAST,SEY1,Protein SEY1,2,2,,32630.2,37071.7,28256,14095.9,13244.4,,
Q99296,YL149_YEAST,YLR149C,Uncharacterized protein YLR149C,1,1,,,,,,,,
Q99316,MPD2_YEAST,MPD2,Protein disulfide isomerase MPD2,1,1,,29152,21408.1,,,,,
Q99321,DDP1_YEAST,DDP1,Diphosphoinositol polyphosphate phosphohydrolase DDP1,5,5,18406.9,33979.7,13356.3,21357.8,,16725.9,,
Q99369,FSH3_YEAST,FSH3,Family of serine hydrolases 3,2,2,1845.52,2755.2,3647.74,2688.38,3283.97,,,2036.92
Q99383,HRP1_YEAST,HRP1,Nuclear polyadenylated RNA-binding protein 4,1,1,10804.7,18042.8,,9523.34,,,,3324.8
Q99417,MYCBP_HUMAN,MYCBP,c-Myc-binding protein,5,5,53683.3,63676.2,63504.3,76697.4,52220.1,58566,62495.4,72505.3
Q99426,TBCB_HUMAN,TBCB,Tubulin-folding cofactor B,4,4,41035.7,54333.6,42057.8,65966.4,48774.6,66301.7,54327.8,58836.5
Q99436,PSB7_HUMAN,PSMB7,Proteasome subunit beta type-7,3,3,340187,464125,376965,494590,383204,485163,390810,481624
Q99439,CNN2_HUMAN,CNN2,Calponin-2,5,4,893823,1.01E+06,882283,981800,1.03E+06,1.15E+06,1.06E+06,1.16E+06
Q99442,SEC62_HUMAN,SEC62,Translocation protein SEC62,3,3,27296.5,32100.2,18069.2,22719.8,31282.1,31993.4,22144.6,33005.9
Q99447,PCY2_HUMAN,PCYT2,Ethanolamine-phosphate cytidylyltransferase,2,2,11432.4,11279.2,10189.2,11636.4,11799.4,10753.5,16059.2,10778.4
Q99459,CDC5L_HUMAN,CDC5L,Cell division cycle 5-like protein,6,6,148003,149285,136934,128172,155367,153729,147547,152995
Q99460,PSMD1_HUMAN,PSMD1,26S proteasome non-ATPase regulatory subunit 1,13,13,288911,340944,301510,318080,306005,377576,342700,368357
Q99471,PFD5_HUMAN,PFDN5,Prefoldin subunit 5,3,3,260996,269547,246722,276799,225812,275152,235881,274698
Q99496,RING2_HUMAN,RNF2,E3 ubiquitin-protein ligase RING2,1,1,,,,,,36486.1,24334.8,
Q99497,PARK7_HUMAN,PARK7,Parkinson disease protein 7,4,4,889601,1.01E+06,815103,872702,739563,957450,742857,1.05E+06
Q99504,EYA3_HUMAN,EYA3,Eyes absent homolog 3,3,3,5993,4565.39,4280.85,5746.82,5817.38,8297.12,,5480.87
Q99519,NEUR1_HUMAN,NEU1,Sialidase-1,2,2,17716.7,27782.1,16317,31216.2,20690.2,19441.6,16507.1,16209.7
Q99523,SORT_HUMAN,SORT1,Sortilin,2,2,,1150.89,,,,,,
Q99536,VAT1_HUMAN,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,6,6,189440,208731,202034,214848,202795,241180,195064,210329
Q99538,LGMN_HUMAN,LGMN,Legumain,3,3,3837.85,4351.78,3266.92,2420.76,5383.31,,6041.64,4315.9
Q99541,PLIN2_HUMAN,PLIN2,Perilipin-2,3,3,3412.89,,,3833.68,,5715.51,,
Q99543,DNJC2_HUMAN,DNAJC2,DnaJ homolog subfamily C member 2,5,5,76748.3,77775.9,70334.9,92198.1,67354.3,68622.8,79435.2,79809.7
Q99547,MPH6_HUMAN,MPHOSPH6,M-phase phosphoprotein 6,1,1,,,5955.08,9184.57,,8072.29,,
Q99549,MPP8_HUMAN,MPHOSPH8,M-phase phosphoprotein 8,1,1,5717.16,7201.79,13261.1,5824.66,4200.44,,10613.9,8747.81
Q99567,NUP88_HUMAN,NUP88,Nuclear pore complex protein Nup88,11,11,75345.7,85327,73735.7,83849.1,73030.9,76856.5,61107.5,95178.5
Q99570,PI3R4_HUMAN,PIK3R4,Phosphoinositide 3-kinase regulatory subunit 4,5,5,59525.8,48433.1,52588.4,62537.9,53908.7,30191.6,38168.9,59046.7
Q99574,NEUS_HUMAN,SERPINI1,Neuroserpin,1,1,90105.7,116903,,100204,56301.6,,,76797.2
Q99575,POP1_HUMAN,POP1,Ribonucleases P/MRP protein subunit POP1,5,5,59660.3,65729.8,53910.9,44024.5,51664.8,56609.7,53278.7,77082
Q99584,S10AD_HUMAN,S100A13,Protein S100-A13,2,2,1.37E+06,1.75E+06,1.60E+06,1.69E+06,1.51E+06,1.70E+06,1.44E+06,1.76E+06
Q99590,SCAFB_HUMAN,SCAF11,Protein SCAF11,7,7,63997.9,61678.9,68648.2,49270.3,74855.9,85998.5,72347.4,101506
Q99598,TSNAX_HUMAN,TSNAX,Translin-associated protein X,5,5,133969,154575,97086.7,131544,122799,150075,127014,135680
Q99614,TTC1_HUMAN,TTC1,Tetratricopeptide repeat protein 1,5,5,153437,180929,198335,208570,193491,203572,153245,199156
Q99615,DNJC7_HUMAN,DNAJC7,DnaJ homolog subfamily C member 7,11,11,339986,392272,320045,358750,335571,392813,352446,399272
Q99622,C10_HUMAN,C12orf57,Protein C10,2,2,21980.2,26703.8,23530.4,31494.9,24013.9,31127.8,30963,32079.1
Q99623,PHB2_HUMAN,PHB2,Prohibitin-2,8,8,1.14E+06,1.19E+06,1.24E+06,1.33E+06,1.14E+06,1.31E+06,1.07E+06,1.30E+06
Q99627,CSN8_HUMAN,COPS8,COP9 signalosome complex subunit 8,3,3,6121.06,5818.62,7134.89,,8503.93,10188.1,7792.67,7569.24
Q99643,C560_HUMAN,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",1,1,179337,243964,208486,222175,200328,177240,180579,208772
Q99653,CHP1_HUMAN,CHP1,Calcineurin B homologous protein 1,2,2,21583.8,25764.4,15217.2,19777.2,21088.2,19968,23402.4,23909.7
Q99661,KIF2C_HUMAN,KIF2C,Kinesin-like protein KIF2C,6,5,19663.8,16372.1,31794,9277.65,11002.3,29366.2,15419,15858.7
Q99700,ATX2_HUMAN,ATXN2,Ataxin-2,4,4,,33828.2,30398.6,38229.2,51712,30810.6,24987.7,
Q99707,METH_HUMAN,MTR,Methionine synthase,4,4,11080.6,11850.7,12736.1,8215.89,14353,14346.4,11094.2,12711.3
Q99714,HCD2_HUMAN,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,5,5,741366,880682,732852,738203,756695,941528,777287,988311
Q99715,COCA1_HUMAN,COL12A1,Collagen alpha-1(XII) chain,6,6,4681.76,3900.8,4338.26,2252.06,3370.47,2797.94,,2889.33
Q99717,SMAD5_HUMAN,SMAD5,Mothers against decapentaplegic homolog 5,1,1,17492.6,10684.6,,,,,15965.9,
Q99728,BARD1_HUMAN,BARD1,BRCA1-associated RING domain protein 1,1,1,,,3342.19,,3413.57,,,
Q99729,ROAA_HUMAN,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,2,2,277221,385279,294831,171671,306750,429920,366597,511892
Q99733,NP1L4_HUMAN,NAP1L4,Nucleosome assembly protein 1-like 4,4,3,832516,970032,836458,767806,863364,1.01E+06,980924,1.00E+06
Q99735,MGST2_HUMAN,MGST2,Microsomal glutathione S-transferase 2,1,1,217919,242168,216678,261060,177662,214690,202572,209826
Q99747,SNAG_HUMAN,NAPG,Gamma-soluble NSF attachment protein,5,5,15257.5,14688.4,11923.9,25097.1,16520.6,17820.1,18928.2,20042.4
Q99755,PI51A_HUMAN,PIP5K1A,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,1,0,6830.82,13187.9,,17890.8,,12241.3,10233.8,
Q99757,THIOM_HUMAN,TXN2,"Thioredoxin, mitochondrial",1,1,41639.6,52943,35815.4,,,58752.2,38453,55763.6
Q99766,ATP5S_HUMAN,DMAC2L,"ATP synthase subunit s, mitochondrial",2,2,15959.6,31548.6,30209.2,,25973,22604.2,22991.6,37612.4
Q99797,MIPEP_HUMAN,MIPEP,Mitochondrial intermediate peptidase,2,2,20463.8,20922.4,16521.7,25591.6,,14800.1,15830.1,9251.74
Q99798,ACON_HUMAN,ACO2,"Aconitate hydratase, mitochondrial",8,8,326902,369011,334537,312247,364423,366329,326068,405767
Q99805,TM9S2_HUMAN,TM9SF2,Transmembrane 9 superfamily member 2,2,2,16710.4,23454.6,21832.9,22907.1,19474,21604.2,19118.2,23827.6
Q99807,COQ7_HUMAN,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",3,3,4931.25,,10667.9,3582.01,,,9079.09,
Q99808,S29A1_HUMAN,SLC29A1,Equilibrative nucleoside transporter 1,1,1,22899.9,22594.7,16212.5,18498.7,27154.2,18863.8,13515.1,33451.6
Q99816,TS101_HUMAN,TSG101,Tumor susceptibility gene 101 protein,3,3,113415,128440,109403,112046,106965,137400,97075.2,121925
Q99828,CIB1_HUMAN,CIB1,Calcium and integrin-binding protein 1,1,1,865.269,,,,,,,
Q99829,CPNE1_HUMAN,CPNE1,Copine-1,4,4,545242,614754,607579,641099,560084,645844,562717,627997
Q99832,TCPH_HUMAN,CCT7,T-complex protein 1 subunit eta,12,12,1.15E+06,1.31E+06,1.22E+06,1.24E+06,1.17E+06,1.32E+06,1.17E+06,1.31E+06
Q99836,MYD88_HUMAN,MYD88,Myeloid differentiation primary response protein MyD88,2,2,550.632,868.364,,589.181,1273.54,1561.16,,
Q99848,EBP2_HUMAN,EBNA1BP2,Probable rRNA-processing protein EBP2,6,6,437427,537865,465998,530297,470991,528048,479580,557513
Q99873,ANM1_HUMAN,PRMT1,Protein arginine N-methyltransferase 1,6,4,264231,302190,321713,287956,295813,290085,311921,272781
Q99933,BAG1_HUMAN,BAG1,BAG family molecular chaperone regulator 1,6,6,77625.1,100142,90685.5,97617.1,99898.7,89075,91329.3,93121.3
Q99959,PKP2_HUMAN,PKP2,Plakophilin-2,8,8,41639.7,35033.6,41144.1,49867.6,48502.8,37195.4,43224.6,36883.7
Q99961,SH3G1_HUMAN,SH3GL1,Endophilin-A2,4,3,136009,151202,154354,103454,147670,156687,154815,186894
Q99962,SH3G2_HUMAN,SH3GL2,Endophilin-A1,4,4,30346.3,43420,31294.2,27915.5,32809.2,39710.8,28991,37316.6
Q99986,VRK1_HUMAN,VRK1,Serine/threonine-protein kinase VRK1,5,5,130553,145673,116296,147257,134705,118669,127559,119867
Q99988,GDF15_HUMAN,GDF15,Growth/differentiation factor 15,2,2,117194,109434,100594,99391.4,111439,137098,64479.5,137523
Q99996,AKAP9_HUMAN,AKAP9,A-kinase anchor protein 9,7,7,,,3097.69,4171.74,,,,
Q9BPW8,NIPS1_HUMAN,NIPSNAP1,Protein NipSnap homolog 1,1,1,,866.272,,1366.16,,2959.17,,
Q9BPX3,CND3_HUMAN,NCAPG,Condensin complex subunit 3,2,2,101255,109110,80196.1,78618.4,77084.5,122594,71759.4,106855
Q9BPX5,ARP5L_HUMAN,ARPC5L,Actin-related protein 2/3 complex subunit 5-like protein,4,4,229390,217049,194357,161467,220706,244699,194729,228902
