sample,series,condition,file,protein_set,UMAP1,UMAP2
100_595,conc,100,LL2112_NC_conc.csv,post_iqr,11.909486,6.1169186
100_596,conc,100,LL2112_NC_conc.csv,post_iqr,2.337763,-1.9553821
100_597,conc,100,LL2112_NC_conc.csv,post_iqr,2.2166297,0.78753746
100_598,conc,100,LL2112_NC_conc.csv,post_iqr,2.4710999,-0.49248934
100_599,conc,100,LL2112_NC_conc.csv,post_iqr,11.579469,4.9356627
100_600,conc,100,LL2112_NC_conc.csv,post_iqr,11.687631,4.275257
100_602,conc,100,LL2112_NC_conc.csv,post_iqr,2.138064,0.3127923
100_604,conc,100,LL2112_NC_conc.csv,post_iqr,10.740172,4.2939568
100_605,conc,100,LL2112_NC_conc.csv,post_iqr,11.339002,4.3952165
100_606,conc,100,LL2112_NC_conc.csv,post_iqr,2.221508,-1.3276697
100_607,conc,100,LL2112_NC_conc.csv,post_iqr,1.9840134,-1.3883675
100_608,conc,100,LL2112_NC_conc.csv,post_iqr,3.22551,-1.7702745
100_610,conc,100,LL2112_NC_conc.csv,post_iqr,2.2959461,-0.97863096
100_611,conc,100,LL2112_NC_conc.csv,post_iqr,11.76473,5.209802
100_612,conc,100,LL2112_NC_conc.csv,post_iqr,2.0997057,0.037257962
100_613,conc,100,LL2112_NC_conc.csv,post_iqr,2.3301942,0.8115827
100_614,conc,100,LL2112_NC_conc.csv,post_iqr,11.96594,4.971142
100_615,conc,100,LL2112_NC_conc.csv,post_iqr,11.848838,5.429324
100_616,conc,100,LL2112_NC_conc.csv,post_iqr,10.343661,4.658903
100_618,conc,100,LL2112_NC_conc.csv,post_iqr,3.2449675,-0.7668055
100_619,conc,100,LL2112_NC_conc.csv,post_iqr,11.889747,5.092989
100_620,conc,100,LL2112_NC_conc.csv,post_iqr,2.5806985,-1.9393821
100_621,conc,100,LL2112_NC_conc.csv,post_iqr,2.9932046,0.034823183
100_622,conc,100,LL2112_NC_conc.csv,post_iqr,2.1578817,-1.5928048
100_623,conc,100,LL2112_NC_conc.csv,post_iqr,2.2443347,-0.6063078
100_624,conc,100,LL2112_NC_conc.csv,post_iqr,2.029801,-0.76315045
100_625,conc,100,LL2112_NC_conc.csv,post_iqr,2.2004824,-2.2652545
100_626,conc,100,LL2112_NC_conc.csv,post_iqr,11.710802,5.714266
100_627,conc,100,LL2112_NC_conc.csv,post_iqr,11.724569,4.9595704
100_628,conc,100,LL2112_NC_conc.csv,post_iqr,2.6842582,0.999567
100_630,conc,100,LL2112_NC_conc.csv,post_iqr,2.8741305,-2.2434175
100_631,conc,100,LL2112_NC_conc.csv,post_iqr,1.5661556,-1.1844677
100_632,conc,100,LL2112_NC_conc.csv,post_iqr,12.043894,4.3481097
100_633,conc,100,LL2112_NC_conc.csv,post_iqr,3.759907,0.004051029
100_634,conc,100,LL2112_NC_conc.csv,post_iqr,11.939093,5.840154
100_635,conc,100,LL2112_NC_conc.csv,post_iqr,2.8750257,-1.7136846
100_636,conc,100,LL2112_NC_conc.csv,post_iqr,11.687842,5.4110794
100_638,conc,100,LL2112_NC_conc.csv,post_iqr,10.997183,4.3186374
100_639,conc,100,LL2112_NC_conc.csv,post_iqr,2.2085164,-0.7381877
100_640,conc,100,LL2112_NC_conc.csv,post_iqr,11.374261,4.553165
100_641,conc,100,LL2112_NC_conc.csv,post_iqr,2.5316594,0.6105677
100_642,conc,100,LL2112_NC_conc.csv,post_iqr,3.5768359,0.26079714
100_643,conc,100,LL2112_NC_conc.csv,post_iqr,2.544432,-1.1676015
100_644,conc,100,LL2112_NC_conc.csv,post_iqr,3.4835844,-2.2110405
100_645,conc,100,LL2112_NC_conc.csv,post_iqr,2.4116035,-2.032194
100_646,conc,100,LL2112_NC_conc.csv,post_iqr,10.480606,4.7718577
100_647,conc,100,LL2112_NC_conc.csv,post_iqr,2.7637978,-2.1156673
100_648,conc,100,LL2112_NC_conc.csv,post_iqr,11.512366,4.6018553
100_649,conc,100,LL2112_NC_conc.csv,post_iqr,9.912141,4.197917
100_650,conc,100,LL2112_NC_conc.csv,post_iqr,9.899652,3.834873
100_651,conc,100,LL2112_NC_conc.csv,post_iqr,11.515576,5.4926805
100_652,conc,100,LL2112_NC_conc.csv,post_iqr,12.063549,5.9253635
100_653,conc,100,LL2112_NC_conc.csv,post_iqr,1.9811909,-0.26866636
100_655,conc,100,LL2112_NC_conc.csv,post_iqr,11.34256,5.8726683
100_656,conc,100,LL2112_NC_conc.csv,post_iqr,2.2955108,-1.1621981
100_657,conc,100,LL2112_NC_conc.csv,post_iqr,2.50847,-0.50562847
100_658,conc,100,LL2112_NC_conc.csv,post_iqr,11.83539,4.4263706
100_659,conc,100,LL2112_NC_conc.csv,post_iqr,2.9157164,-1.4708867
100_660,conc,100,LL2112_NC_conc.csv,post_iqr,12.070655,5.7209373
100_661,conc,100,LL2112_NC_conc.csv,post_iqr,3.4991524,0.8227506
100_662,conc,100,LL2112_NC_conc.csv,post_iqr,10.736553,4.210934
100_663,conc,100,LL2112_NC_conc.csv,post_iqr,2.2195332,-1.257063
100_664,conc,100,LL2112_NC_conc.csv,post_iqr,11.377537,5.8661375
100_665,conc,100,LL2112_NC_conc.csv,post_iqr,2.3500922,-0.19293538
100_666,conc,100,LL2112_NC_conc.csv,post_iqr,2.3807378,-0.8716208
100_667,conc,100,LL2112_NC_conc.csv,post_iqr,2.4819636,0.88399136
100_668,conc,100,LL2112_NC_conc.csv,post_iqr,10.390872,4.5643344
100_669,conc,100,LL2112_NC_conc.csv,post_iqr,10.406473,4.5032973
100_670,conc,100,LL2112_NC_conc.csv,post_iqr,11.920396,5.4082522
100_671,conc,100,LL2112_NC_conc.csv,post_iqr,1.9426507,-0.44469774
100_672,conc,100,LL2112_NC_conc.csv,post_iqr,11.785443,5.976409
100_673,conc,100,LL2112_NC_conc.csv,post_iqr,2.0557878,-1.2088462
100_674,conc,100,LL2112_NC_conc.csv,post_iqr,11.166425,4.6871586
100_675,conc,100,LL2112_NC_conc.csv,post_iqr,11.970705,5.68182
100_676,conc,100,LL2112_NC_conc.csv,post_iqr,2.0540895,-1.1555343
100_678,conc,100,LL2112_NC_conc.csv,post_iqr,2.332581,0.5734949
100_679,conc,100,LL2112_NC_conc.csv,post_iqr,11.059183,4.3726296
100_680,conc,100,LL2112_NC_conc.csv,post_iqr,2.0466669,-0.8283004
100_681,conc,100,LL2112_NC_conc.csv,post_iqr,11.302196,4.344685
100_682,conc,100,LL2112_NC_conc.csv,post_iqr,11.752546,5.626783
100_683,conc,100,LL2112_NC_conc.csv,post_iqr,11.726892,4.574672
100_684,conc,100,LL2112_NC_conc.csv,post_iqr,2.604887,-1.5842546
100_685,conc,100,LL2112_NC_conc.csv,post_iqr,1.7055033,-1.2847254
100_686,conc,100,LL2112_NC_conc.csv,post_iqr,2.5176332,-0.1542226
100_687,conc,100,LL2112_NC_conc.csv,post_iqr,2.5471272,0.85203964
100_688,conc,100,LL2112_NC_conc.csv,post_iqr,12.182618,5.3444033
100_689,conc,100,LL2112_NC_conc.csv,post_iqr,11.392073,5.7617044
100_690,conc,100,LL2112_NC_conc.csv,post_iqr,11.943048,5.5661793
100_691,conc,100,LL2112_NC_conc.csv,post_iqr,11.363797,5.789562
100_692,conc,100,LL2112_NC_conc.csv,post_iqr,3.6740937,0.39495376
100_693,conc,100,LL2112_NC_conc.csv,post_iqr,2.2356539,-0.54953074
100_694,conc,100,LL2112_NC_conc.csv,post_iqr,2.4782662,-1.7024661
100_695,conc,100,LL2112_NC_conc.csv,post_iqr,11.709737,5.5794272
100_696,conc,100,LL2112_NC_conc.csv,post_iqr,11.552522,5.433892
100_697,conc,100,LL2112_NC_conc.csv,post_iqr,2.7602975,0.5926497
100_698,conc,100,LL2112_NC_conc.csv,post_iqr,2.0192947,-0.4035581
100_699,conc,100,LL2112_NC_conc.csv,post_iqr,12.329328,5.5092144
100_700,conc,100,LL2112_NC_conc.csv,post_iqr,11.811476,4.4916773
100_701,conc,100,LL2112_NC_conc.csv,post_iqr,2.09204,0.27320156
100_702,conc,100,LL2112_NC_conc.csv,post_iqr,3.0201733,-1.1202039
100_704,conc,100,LL2112_NC_conc.csv,post_iqr,2.8097634,-1.4662877
100_705,conc,100,LL2112_NC_conc.csv,post_iqr,2.571506,-2.060116
100_706,conc,100,LL2112_NC_conc.csv,post_iqr,3.1228442,-0.43930188
100_707,conc,100,LL2112_NC_conc.csv,post_iqr,11.451131,5.344812
100_708,conc,100,LL2112_NC_conc.csv,post_iqr,3.6992657,0.18319026
100_709,conc,100,LL2112_NC_conc.csv,post_iqr,2.3817153,0.675891
100_710,conc,100,LL2112_NC_conc.csv,post_iqr,3.6601806,-0.040889103
100_711,conc,100,LL2112_NC_conc.csv,post_iqr,10.994551,5.820757
100_712,conc,100,LL2112_NC_conc.csv,post_iqr,11.790475,4.8036814
100_713,conc,100,LL2112_NC_conc.csv,post_iqr,3.4118345,0.7202125
100_714,conc,100,LL2112_NC_conc.csv,post_iqr,12.031109,6.1235366
100_715,conc,100,LL2112_NC_conc.csv,post_iqr,3.6095955,0.6304922
100_716,conc,100,LL2112_NC_conc.csv,post_iqr,10.666729,4.4303265
100_717,conc,100,LL2112_NC_conc.csv,post_iqr,2.1681252,-1.779587
100_718,conc,100,LL2112_NC_conc.csv,post_iqr,2.090291,0.15392564
100_719,conc,100,LL2112_NC_conc.csv,post_iqr,3.7193472,-0.031779982
100_720,conc,100,LL2112_NC_conc.csv,post_iqr,1.9210027,-0.7824757
100_721,conc,100,LL2112_NC_conc.csv,post_iqr,2.1798983,0.086645216
100_722,conc,100,LL2112_NC_conc.csv,post_iqr,3.327189,-0.76508665
100_723,conc,100,LL2112_NC_conc.csv,post_iqr,1.806916,-1.3977313
100_724,conc,100,LL2112_NC_conc.csv,post_iqr,11.556342,5.1280866
100_725,conc,100,LL2112_NC_conc.csv,post_iqr,2.2447176,-1.1854486
100_726,conc,100,LL2112_NC_conc.csv,post_iqr,10.790288,4.414078
100_727,conc,100,LL2112_NC_conc.csv,post_iqr,3.4811184,0.28768432
100_729,conc,100,LL2112_NC_conc.csv,post_iqr,2.0980058,-1.4572593
100_730,conc,100,LL2112_NC_conc.csv,post_iqr,9.946057,4.6936073
100_731,conc,100,LL2112_NC_conc.csv,post_iqr,1.7583872,-0.1731127
100_732,conc,100,LL2112_NC_conc.csv,post_iqr,10.930973,5.7970657
100_733,conc,100,LL2112_NC_conc.csv,post_iqr,11.693464,4.924052
100_734,conc,100,LL2112_NC_conc.csv,post_iqr,3.113163,-1.4036337
100_735,conc,100,LL2112_NC_conc.csv,post_iqr,2.436162,-1.895849
100_736,conc,100,LL2112_NC_conc.csv,post_iqr,11.506258,5.640865
100_737,conc,100,LL2112_NC_conc.csv,post_iqr,1.690848,-0.25443387
100_738,conc,100,LL2112_NC_conc.csv,post_iqr,11.924486,5.3849807
100_740,conc,100,LL2112_NC_conc.csv,post_iqr,1.4746842,-0.8151419
100_741,conc,100,LL2112_NC_conc.csv,post_iqr,2.1510663,0.42177117
100_742,conc,100,LL2112_NC_conc.csv,post_iqr,10.772624,5.4532275
100_743,conc,100,LL2112_NC_conc.csv,post_iqr,2.9190784,0.17988293
100_744,conc,100,LL2112_NC_conc.csv,post_iqr,1.9647875,-2.2660475
100_745,conc,100,LL2112_NC_conc.csv,post_iqr,1.8325765,-1.443373
100_746,conc,100,LL2112_NC_conc.csv,post_iqr,2.6856868,0.107246414
100_748,conc,100,LL2112_NC_conc.csv,post_iqr,9.91658,4.6425195
100_749,conc,100,LL2112_NC_conc.csv,post_iqr,3.6234753,-1.5362128
100_750,conc,100,LL2112_NC_conc.csv,post_iqr,3.3122978,-0.6098751
100_751,conc,100,LL2112_NC_conc.csv,post_iqr,12.3128,5.7167783
100_752,conc,100,LL2112_NC_conc.csv,post_iqr,11.884519,4.9064074
100_753,conc,100,LL2112_NC_conc.csv,post_iqr,3.179187,-2.302644
100_754,conc,100,LL2112_NC_conc.csv,post_iqr,2.9140306,-0.66167057
100_755,conc,100,LL2112_NC_conc.csv,post_iqr,12.355082,5.177982
100_757,conc,100,LL2112_NC_conc.csv,post_iqr,2.8999934,-1.838308
100_758,conc,100,LL2112_NC_conc.csv,post_iqr,3.2531936,-0.3719991
100_759,conc,100,LL2112_NC_conc.csv,post_iqr,11.284333,5.7835383
100_760,conc,100,LL2112_NC_conc.csv,post_iqr,11.106619,4.298341
100_761,conc,100,LL2112_NC_conc.csv,post_iqr,11.967484,5.7803216
100_762,conc,100,LL2112_NC_conc.csv,post_iqr,1.4424746,-0.32465038
100_763,conc,100,LL2112_NC_conc.csv,post_iqr,10.093351,4.5977554
100_764,conc,100,LL2112_NC_conc.csv,post_iqr,10.960551,4.7885303
100_765,conc,100,LL2112_NC_conc.csv,post_iqr,3.1318493,0.3703863
100_766,conc,100,LL2112_NC_conc.csv,post_iqr,1.748845,-2.0889502
100_767,conc,100,LL2112_NC_conc.csv,post_iqr,2.0306792,-1.6388712
100_768,conc,100,LL2112_NC_conc.csv,post_iqr,1.6175697,-1.9463204
100_769,conc,100,LL2112_NC_conc.csv,post_iqr,11.379845,5.179545
100_770,conc,100,LL2112_NC_conc.csv,post_iqr,12.315918,5.779113
100_771,conc,100,LL2112_NC_conc.csv,post_iqr,3.1651142,-0.5045561
100_772,conc,100,LL2112_NC_conc.csv,post_iqr,1.8044906,0.24747352
100_773,conc,100,LL2112_NC_conc.csv,post_iqr,1.798363,-0.97062826
100_774,conc,100,LL2112_NC_conc.csv,post_iqr,2.2040732,-1.8144532
100_775,conc,100,LL2112_NC_conc.csv,post_iqr,3.0565023,-1.2618058
100_776,conc,100,LL2112_NC_conc.csv,post_iqr,2.4206736,-0.46857554
100_777,conc,100,LL2112_NC_conc.csv,post_iqr,3.7312152,0.0972751
100_778,conc,100,LL2112_NC_conc.csv,post_iqr,3.2044942,-0.19823742
100_779,conc,100,LL2112_NC_conc.csv,post_iqr,1.276529,-1.1285284
100_780,conc,100,LL2112_NC_conc.csv,post_iqr,2.1913183,-2.0054696
100_781,conc,100,LL2112_NC_conc.csv,post_iqr,3.402369,-0.92732954
100_782,conc,100,LL2112_NC_conc.csv,post_iqr,3.9387496,-1.23265
100_783,conc,100,LL2112_NC_conc.csv,post_iqr,2.8841999,0.37254974
100_784,conc,100,LL2112_NC_conc.csv,post_iqr,1.6070877,-1.479102
100_785,conc,100,LL2112_NC_conc.csv,post_iqr,3.0376897,-1.1957043
100_786,conc,100,LL2112_NC_conc.csv,post_iqr,11.548697,6.0914416
100_787,conc,100,LL2112_NC_conc.csv,post_iqr,1.7254813,-1.4543452
100_788,conc,100,LL2112_NC_conc.csv,post_iqr,11.36299,6.0060825
100_789,conc,100,LL2112_NC_conc.csv,post_iqr,11.550446,4.2922482
100_790,conc,100,LL2112_NC_conc.csv,post_iqr,12.096031,5.806842
100_791,conc,100,LL2112_NC_conc.csv,post_iqr,3.1456635,-1.0025934
100_792,conc,100,LL2112_NC_conc.csv,post_iqr,2.051411,-1.9662378
100_793,conc,100,LL2112_NC_conc.csv,post_iqr,2.346481,-1.7998245
100_794,conc,100,LL2112_NC_conc.csv,post_iqr,1.5610641,-1.9247056
100_795,conc,100,LL2112_NC_conc.csv,post_iqr,12.292024,5.295625
100_796,conc,100,LL2112_NC_conc.csv,post_iqr,2.2858567,-0.9989522
100_797,conc,100,LL2112_NC_conc.csv,post_iqr,3.6542618,-0.33746254
100_798,conc,100,LL2112_NC_conc.csv,post_iqr,3.0065086,1.0320036
100_799,conc,100,LL2112_NC_conc.csv,post_iqr,2.9604988,0.10084989
100_800,conc,100,LL2112_NC_conc.csv,post_iqr,1.1576567,-0.85084975
100_801,conc,100,LL2112_NC_conc.csv,post_iqr,9.477972,3.8050172
100_802,conc,100,LL2112_NC_conc.csv,post_iqr,2.74677,-1.2769594
100_803,conc,100,LL2112_NC_conc.csv,post_iqr,11.430787,4.2845173
100_804,conc,100,LL2112_NC_conc.csv,post_iqr,10.244075,4.859358
100_805,conc,100,LL2112_NC_conc.csv,post_iqr,10.978388,4.235361
100_806,conc,100,LL2112_NC_conc.csv,post_iqr,12.313455,5.0760584
100_807,conc,100,LL2112_NC_conc.csv,post_iqr,11.846261,6.117188
100_808,conc,100,LL2112_NC_conc.csv,post_iqr,1.8630623,-2.0319567
100_809,conc,100,LL2112_NC_conc.csv,post_iqr,2.8005672,-0.15179667
100_810,conc,100,LL2112_NC_conc.csv,post_iqr,10.302577,4.586105
100_811,conc,100,LL2112_NC_conc.csv,post_iqr,3.111295,0.7488039
100_812,conc,100,LL2112_NC_conc.csv,post_iqr,2.6992886,0.4693558
100_813,conc,100,LL2112_NC_conc.csv,post_iqr,3.6372225,-2.1020033
100_814,conc,100,LL2112_NC_conc.csv,post_iqr,2.920819,0.320793
100_815,conc,100,LL2112_NC_conc.csv,post_iqr,11.169603,4.952434
100_816,conc,100,LL2112_NC_conc.csv,post_iqr,10.863196,5.258879
100_817,conc,100,LL2112_NC_conc.csv,post_iqr,9.972944,3.8514733
100_818,conc,100,LL2112_NC_conc.csv,post_iqr,1.7477466,-0.8162941
100_819,conc,100,LL2112_NC_conc.csv,post_iqr,3.4199762,0.9169554
100_820,conc,100,LL2112_NC_conc.csv,post_iqr,1.9167193,-1.6921183
100_821,conc,100,LL2112_NC_conc.csv,post_iqr,3.3153057,0.60947657
100_822,conc,100,LL2112_NC_conc.csv,post_iqr,3.2953005,-0.16361862
100_823,conc,100,LL2112_NC_conc.csv,post_iqr,9.787364,4.365988
100_824,conc,100,LL2112_NC_conc.csv,post_iqr,3.1570847,-1.3723321
100_825,conc,100,LL2112_NC_conc.csv,post_iqr,12.035027,5.6951804
100_826,conc,100,LL2112_NC_conc.csv,post_iqr,3.0876899,-1.5574207
100_827,conc,100,LL2112_NC_conc.csv,post_iqr,1.2140133,-1.0806408
100_828,conc,100,LL2112_NC_conc.csv,post_iqr,2.6849146,-1.548541
100_829,conc,100,LL2112_NC_conc.csv,post_iqr,12.294563,5.73517
100_831,conc,100,LL2112_NC_conc.csv,post_iqr,3.3232386,-1.5966972
100_832,conc,100,LL2112_NC_conc.csv,post_iqr,3.0046377,-0.73172385
100_833,conc,100,LL2112_NC_conc.csv,post_iqr,3.6718397,-0.074329
100_835,conc,100,LL2112_NC_conc.csv,post_iqr,10.94178,5.358303
100_836,conc,100,LL2112_NC_conc.csv,post_iqr,3.177979,-0.013092434
100_837,conc,100,LL2112_NC_conc.csv,post_iqr,2.7909784,-2.0545013
100_838,conc,100,LL2112_NC_conc.csv,post_iqr,12.297731,5.1528153
100_839,conc,100,LL2112_NC_conc.csv,post_iqr,2.7913885,-2.1653316
100_840,conc,100,LL2112_NC_conc.csv,post_iqr,1.2681686,-0.6062133
100_841,conc,100,LL2112_NC_conc.csv,post_iqr,3.0517356,-1.3541045
100_842,conc,100,LL2112_NC_conc.csv,post_iqr,3.8303998,0.33740425
100_843,conc,100,LL2112_NC_conc.csv,post_iqr,3.0316954,0.8651715
100_844,conc,100,LL2112_NC_conc.csv,post_iqr,10.49031,4.619967
100_845,conc,100,LL2112_NC_conc.csv,post_iqr,1.4685727,-0.54420155
100_846,conc,100,LL2112_NC_conc.csv,post_iqr,1.4962678,-0.6412793
100_847,conc,100,LL2112_NC_conc.csv,post_iqr,3.3978012,-0.018706504
100_848,conc,100,LL2112_NC_conc.csv,post_iqr,12.1530285,5.9067564
100_849,conc,100,LL2112_NC_conc.csv,post_iqr,1.675903,-1.6849016
100_850,conc,100,LL2112_NC_conc.csv,post_iqr,2.415875,0.12857512
100_851,conc,100,LL2112_NC_conc.csv,post_iqr,2.695076,0.8470383
100_852,conc,100,LL2112_NC_conc.csv,post_iqr,2.6585677,-2.0443332
100_853,conc,100,LL2112_NC_conc.csv,post_iqr,11.91168,4.4599986
100_854,conc,100,LL2112_NC_conc.csv,post_iqr,11.640545,5.2103806
100_855,conc,100,LL2112_NC_conc.csv,post_iqr,3.6751015,0.8084501
100_856,conc,100,LL2112_NC_conc.csv,post_iqr,3.0901551,0.094190694
100_857,conc,100,LL2112_NC_conc.csv,post_iqr,11.923954,6.054944
100_859,conc,100,LL2112_NC_conc.csv,post_iqr,12.135316,4.559028
100_860,conc,100,LL2112_NC_conc.csv,post_iqr,12.147149,4.7182384
100_861,conc,100,LL2112_NC_conc.csv,post_iqr,2.5985959,0.046657786
100_862,conc,100,LL2112_NC_conc.csv,post_iqr,2.1707284,-1.4876021
100_863,conc,100,LL2112_NC_conc.csv,post_iqr,2.7005496,0.101708695
100_864,conc,100,LL2112_NC_conc.csv,post_iqr,11.579954,4.565932
100_865,conc,100,LL2112_NC_conc.csv,post_iqr,3.3628771,-0.2518168
100_866,conc,100,LL2112_NC_conc.csv,post_iqr,1.8906692,-1.6944832
100_868,conc,100,LL2112_NC_conc.csv,post_iqr,1.6201718,-1.3152577
100_869,conc,100,LL2112_NC_conc.csv,post_iqr,2.07556,-2.132921
100_870,conc,100,LL2112_NC_conc.csv,post_iqr,2.6399114,-1.3381078
100_871,conc,100,LL2112_NC_conc.csv,post_iqr,1.9660069,-2.069028
100_872,conc,100,LL2112_NC_conc.csv,post_iqr,2.772207,-1.9518887
100_873,conc,100,LL2112_NC_conc.csv,post_iqr,11.568807,4.569921
100_874,conc,100,LL2112_NC_conc.csv,post_iqr,3.1677756,0.46068054
100_875,conc,100,LL2112_NC_conc.csv,post_iqr,12.30101,4.530372
100_876,conc,100,LL2112_NC_conc.csv,post_iqr,2.7044575,-1.7174764
100_877,conc,100,LL2112_NC_conc.csv,post_iqr,12.272623,5.0888143
100_879,conc,100,LL2112_NC_conc.csv,post_iqr,3.1034048,-0.89363694
100_880,conc,100,LL2112_NC_conc.csv,post_iqr,3.7795613,-0.63386226
100_881,conc,100,LL2112_NC_conc.csv,post_iqr,3.7510443,-0.4300218
100_883,conc,100,LL2112_NC_conc.csv,post_iqr,1.5009952,-1.6469359
100_884,conc,100,LL2112_NC_conc.csv,post_iqr,3.1173067,0.2038381
100_885,conc,100,LL2112_NC_conc.csv,post_iqr,10.346216,4.700336
100_886,conc,100,LL2112_NC_conc.csv,post_iqr,3.5039246,0.08311087
100_887,conc,100,LL2112_NC_conc.csv,post_iqr,1.6816752,-1.1428504
100_888,conc,100,LL2112_NC_conc.csv,post_iqr,10.830097,4.265959
100_889,conc,100,LL2112_NC_conc.csv,post_iqr,3.887334,-0.24085444
100_892,conc,100,LL2112_NC_conc.csv,post_iqr,1.08948,-0.84311134
100_893,conc,100,LL2112_NC_conc.csv,post_iqr,10.716181,5.744695
100_894,conc,100,LL2112_NC_conc.csv,post_iqr,2.5116897,-0.015782708
100_895,conc,100,LL2112_NC_conc.csv,post_iqr,3.0302396,-0.7877752
100_896,conc,100,LL2112_NC_conc.csv,post_iqr,3.5475578,0.9055799
100_897,conc,100,LL2112_NC_conc.csv,post_iqr,3.235765,-1.275431
100_899,conc,100,LL2112_NC_conc.csv,post_iqr,3.5608418,0.3018944
100_900,conc,100,LL2112_NC_conc.csv,post_iqr,3.347684,-1.153455
100_901,conc,100,LL2112_NC_conc.csv,post_iqr,11.739723,6.028467
100_902,conc,100,LL2112_NC_conc.csv,post_iqr,1.2536615,-0.6256022
100_903,conc,100,LL2112_NC_conc.csv,post_iqr,2.6792505,-0.28252888
100_904,conc,100,LL2112_NC_conc.csv,post_iqr,3.1189709,-1.192876
100_905,conc,100,LL2112_NC_conc.csv,post_iqr,10.337369,4.7238097
100_906,conc,100,LL2112_NC_conc.csv,post_iqr,12.078696,4.5909095
100_907,conc,100,LL2112_NC_conc.csv,post_iqr,3.5022485,-0.22100075
100_908,conc,100,LL2112_NC_conc.csv,post_iqr,3.646068,-0.9678627
100_909,conc,100,LL2112_NC_conc.csv,post_iqr,10.877138,5.9924817
100_910,conc,100,LL2112_NC_conc.csv,post_iqr,10.798998,5.4701233
100_911,conc,100,LL2112_NC_conc.csv,post_iqr,10.085789,3.9089937
100_913,conc,100,LL2112_NC_conc.csv,post_iqr,11.221753,5.5933557
100_914,conc,100,LL2112_NC_conc.csv,post_iqr,3.1587937,0.6030054
100_915,conc,100,LL2112_NC_conc.csv,post_iqr,10.809711,5.2195973
100_916,conc,100,LL2112_NC_conc.csv,post_iqr,3.923685,0.086543
100_917,conc,100,LL2112_NC_conc.csv,post_iqr,1.6296626,-1.4080713
100_918,conc,100,LL2112_NC_conc.csv,post_iqr,1.7562697,-0.7139477
100_919,conc,100,LL2112_NC_conc.csv,post_iqr,12.051422,4.9887805
100_920,conc,100,LL2112_NC_conc.csv,post_iqr,2.657517,0.37008572
100_921,conc,100,LL2112_NC_conc.csv,post_iqr,1.5314264,-1.5361302
100_922,conc,100,LL2112_NC_conc.csv,post_iqr,3.0295746,-1.8953973
100_923,conc,100,LL2112_NC_conc.csv,post_iqr,3.6981635,-0.12264949
100_924,conc,100,LL2112_NC_conc.csv,post_iqr,3.8051767,-0.724733
100_925,conc,100,LL2112_NC_conc.csv,post_iqr,10.083487,4.708586
100_926,conc,100,LL2112_NC_conc.csv,post_iqr,10.640189,5.2066126
100_927,conc,100,LL2112_NC_conc.csv,post_iqr,1.964429,-2.1671371
100_929,conc,100,LL2112_NC_conc.csv,post_iqr,3.785907,-1.4462703
100_930,conc,100,LL2112_NC_conc.csv,post_iqr,3.2231812,0.63141614
100_931,conc,100,LL2112_NC_conc.csv,post_iqr,1.8465691,-2.1569262
100_932,conc,100,LL2112_NC_conc.csv,post_iqr,3.7358813,0.047751162
100_933,conc,100,LL2112_NC_conc.csv,post_iqr,12.097506,5.3603754
100_935,conc,100,LL2112_NC_conc.csv,post_iqr,2.679157,0.9333164
100_936,conc,100,LL2112_NC_conc.csv,post_iqr,1.4611602,-1.8286186
100_937,conc,100,LL2112_NC_conc.csv,post_iqr,12.183722,6.097573
100_938,conc,100,LL2112_NC_conc.csv,post_iqr,1.8585851,0.17192738
100_939,conc,100,LL2112_NC_conc.csv,post_iqr,2.4892273,-2.3079312
100_940,conc,100,LL2112_NC_conc.csv,post_iqr,3.4161468,1.2492211
100_941,conc,100,LL2112_NC_conc.csv,post_iqr,11.0884695,4.512672
100_942,conc,100,LL2112_NC_conc.csv,post_iqr,1.7514001,-2.0478864
100_943,conc,100,LL2112_NC_conc.csv,post_iqr,3.7161276,0.7532792
100_944,conc,100,LL2112_NC_conc.csv,post_iqr,3.460765,-0.8672271
100_945,conc,100,LL2112_NC_conc.csv,post_iqr,3.7243001,0.48943755
100_946,conc,100,LL2112_NC_conc.csv,post_iqr,1.6165802,-1.8487597
100_947,conc,100,LL2112_NC_conc.csv,post_iqr,2.9729877,1.2117509
100_949,conc,100,LL2112_NC_conc.csv,post_iqr,3.5314176,1.0628992
100_951,conc,100,LL2112_NC_conc.csv,post_iqr,3.4788089,1.0214446
100_952,conc,100,LL2112_NC_conc.csv,post_iqr,1.596691,-2.0191631
100_953,conc,100,LL2112_NC_conc.csv,post_iqr,1.9871975,-1.6488295
100_954,conc,100,LL2112_NC_conc.csv,post_iqr,2.6709006,-1.6959041
100_955,conc,100,LL2112_NC_conc.csv,post_iqr,2.3574195,-2.2349575
100_956,conc,100,LL2112_NC_conc.csv,post_iqr,1.2699193,-1.108617
100_957,conc,100,LL2112_NC_conc.csv,post_iqr,11.192594,5.340433
100_958,conc,100,LL2112_NC_conc.csv,post_iqr,1.3130709,-0.7330789
100_959,conc,100,LL2112_NC_conc.csv,post_iqr,11.812856,5.8075395
100_960,conc,100,LL2112_NC_conc.csv,post_iqr,12.236094,4.9759398
100_961,conc,100,LL2112_NC_conc.csv,post_iqr,3.158888,-1.6616067
100_962,conc,100,LL2112_NC_conc.csv,post_iqr,11.581237,5.3452225
100_963,conc,100,LL2112_NC_conc.csv,post_iqr,9.839593,3.757738
100_964,conc,100,LL2112_NC_conc.csv,post_iqr,11.208386,4.9087653
